Program "PAW_protein_grouper.py" run on Fri May  8 06:42:05 2020


	=SUBTOTAL(109,B6:B9936)															
501	1	sp|O14965|AURKA_HUMAN	 	 	sp|O14965|AURKA_HUMAN, sp|Q96GD4|AURKB_HUMAN	 	13.6	403	45809	Aurora kinase A OS=Homo sapiens (Human) OX=9606 GN=AURKA PE=1 SV=2	4	3	0.750	4	3	3.214
502	1	sp|O14966|RAB7L_HUMAN	 	 	sp|O14966|RAB7L_HUMAN, sp|Q13637|RAB32_HUMAN	 	26.1	203	23155	Ras-related protein Rab-7L1 OS=Homo sapiens (Human) OX=9606 GN=RAB29 PE=1 SV=1	8	6	0.750	8	6	6.429
503	1	sp|O14967|CLGN_HUMAN	 	 	sp|O14967|CLGN_HUMAN, sp|P27824|CALX_HUMAN	 	7.9	610	70038	Calmegin OS=Homo sapiens (Human) OX=9606 GN=CLGN PE=1 SV=1	5	4	0.800	5	4	4.024
504	1	sp|O14972|VP26C_HUMAN	 	 	 	 	16.2	297	33010	Vacuolar protein sorting-associated protein 26C OS=Homo sapiens (Human) OX=9606 GN=VPS26C PE=1 SV=1	4	4	1.000	4	4	4.000
505	1	sp|O14974|MYPT1_HUMAN	 	 	sp|O14974|MYPT1_HUMAN, sp|O60237|MYPT2_HUMAN	 	32.8	1030	115279	Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens (Human) OX=9606 GN=PPP1R12A PE=1 SV=1	58	56	0.966	58	56	57.965
506	1	sp|O14975|S27A2_HUMAN	 	 	 	 	20.3	620	70311	Very long-chain acyl-CoA synthetase OS=Homo sapiens (Human) OX=9606 GN=SLC27A2 PE=1 SV=2	27	27	1.000	27	27	27.000
507	1	sp|O14976|GAK_HUMAN	 	 	 	 	19.1	1311	143189	Cyclin-G-associated kinase OS=Homo sapiens (Human) OX=9606 GN=GAK PE=1 SV=2	36	36	1.000	36	36	36.000
508	1	sp|O14979|HNRDL_HUMAN	 	 	sp|O14979|HNRDL_HUMAN, sp|Q14103|HNRPD_HUMAN, sp|Q99729|ROAA_HUMAN	 	29.0	420	46437	Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens (Human) OX=9606 GN=HNRNPDL PE=1 SV=3	54	36	0.667	54	36	39.503
509	1	sp|O14980|XPO1_HUMAN	 	 	 	 	32.4	1071	123385	Exportin-1 OS=Homo sapiens (Human) OX=9606 GN=XPO1 PE=1 SV=1	143	143	1.000	143	143	143.000
510	1	sp|O14981|BTAF1_HUMAN	 	 	 	 	12.1	1849	206885	TATA-binding protein-associated factor 172 OS=Homo sapiens (Human) OX=9606 GN=BTAF1 PE=1 SV=2	28	28	1.000	28	28	28.000
512	1	sp|O15013|ARHGA_HUMAN	 	 	 	 	6.0	1369	151610	Rho guanine nucleotide exchange factor 10 OS=Homo sapiens (Human) OX=9606 GN=ARHGEF10 PE=1 SV=4	10	10	1.000	10	10	10.000
513	1	sp|O15014|ZN609_HUMAN	 	 	 	 	5.7	1411	151189	Zinc finger protein 609 OS=Homo sapiens (Human) OX=9606 GN=ZNF609 PE=1 SV=2	9	9	1.000	9	9	9.000
514	1	sp|O15020|SPTN2_HUMAN	 	 	sp|O15020|SPTN2_HUMAN, sp|P11277|SPTB1_HUMAN, sp|Q01082|SPTB2_HUMAN, sp|Q9H254|SPTN4_HUMAN	 	38.2	2390	271322	Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens (Human) OX=9606 GN=SPTBN2 PE=1 SV=3	173	127	0.734	173	127	141.650
516	1	sp|O15027|SC16A_HUMAN	 	 	 	 	17.9	2357	251891	Protein transport protein Sec16A OS=Homo sapiens (Human) OX=9606 GN=SEC16A PE=1 SV=4	50	50	1.000	50	50	50.000
517	1	sp|O15031|PLXB2_HUMAN	 	 	 	 	12.4	1838	205125	Plexin-B2 OS=Homo sapiens (Human) OX=9606 GN=PLXNB2 PE=1 SV=3	26	26	1.000	26	26	26.000
518	1	sp|O15033|AREL1_HUMAN	 	 	 	 	3.9	823	94222	Apoptosis-resistant E3 ubiquitin protein ligase 1 OS=Homo sapiens (Human) OX=9606 GN=AREL1 PE=1 SV=3	3	3	1.000	3	3	3.000
519	1	sp|O15037|KHNYN_HUMAN	 	 	 	 	4.6	678	74533	Protein KHNYN OS=Homo sapiens (Human) OX=9606 GN=KHNYN PE=1 SV=3	5	5	1.000	5	5	5.000
520	1	sp|O15040|TCPR2_HUMAN	 	 	 	 	2.9	1411	153847	Tectonin beta-propeller repeat-containing protein 2 OS=Homo sapiens (Human) OX=9606 GN=TECPR2 PE=1 SV=4	5	5	1.000	5	5	5.000
521	1	sp|O15042|SR140_HUMAN	 	 	sp|O15042|SR140_HUMAN, sp|Q13242|SRSF9_HUMAN	 	29.0	1029	118291	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens (Human) OX=9606 GN=U2SURP PE=1 SV=2	81	73	0.901	81	73	77.492
522	1	sp|O15047|SET1A_HUMAN	 	 	sp|O15047|SET1A_HUMAN, sp|Q9UPS6|SET1B_HUMAN	 	7.6	1707	186032	Histone-lysine N-methyltransferase SETD1A OS=Homo sapiens (Human) OX=9606 GN=SETD1A PE=1 SV=3	17	13	0.765	17	13	16.059
523	1	sp|O15049|N4BP3_HUMAN	 	 	 	 	16.5	544	60469	NEDD4-binding protein 3 OS=Homo sapiens (Human) OX=9606 GN=N4BP3 PE=1 SV=3	11	11	1.000	11	11	11.000
524	1	sp|O15050|TRNK1_HUMAN	 	 	 	 	2.6	2925	336217	TPR and ankyrin repeat-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=TRANK1 PE=2 SV=4	10	10	1.000	10	10	10.000
525	1	sp|O15056|SYNJ2_HUMAN	 	 	 	 	5.2	1496	165536	Synaptojanin-2 OS=Homo sapiens (Human) OX=9606 GN=SYNJ2 PE=1 SV=3	7	7	1.000	7	7	7.000
526	1	sp|O15063|K0355_HUMAN	 	 	 	 	3.3	1070	116018	Uncharacterized protein KIAA0355 OS=Homo sapiens (Human) OX=9606 GN=KIAA0355 PE=1 SV=2	2	2	1.000	2	2	2.000
527	1	sp|O15066|KIF3B_HUMAN	 	 	sp|O14782|KIF3C_HUMAN, sp|O15066|KIF3B_HUMAN, sp|Q9P2E2|KIF17_HUMAN, sp|Q9Y496|KIF3A_HUMAN	 	23.8	747	85124	Kinesin-like protein KIF3B OS=Homo sapiens (Human) OX=9606 GN=KIF3B PE=1 SV=1	23	13	0.565	23	13	21.391
528	1	sp|O15067|PUR4_HUMAN	 	 	 	 	29.0	1338	144733	Phosphoribosylformylglycinamidine synthase OS=Homo sapiens (Human) OX=9606 GN=PFAS PE=1 SV=4	54	54	1.000	54	54	54.000
529	1	sp|O15068|MCF2L_HUMAN	 	 	 	 	1.6	1137	128108	Guanine nucleotide exchange factor DBS OS=Homo sapiens (Human) OX=9606 GN=MCF2L PE=1 SV=2	4	4	1.000	4	4	4.000
530	1	sp|O15075|DCLK1_HUMAN	 	 	 	 	6.4	740	82223	Serine/threonine-protein kinase DCLK1 OS=Homo sapiens (Human) OX=9606 GN=DCLK1 PE=1 SV=2	4	4	1.000	4	4	4.000
531	1	sp|O15078|CE290_HUMAN	 	 	REV_Q9BZE4, sp|O15078|CE290_HUMAN, sp|P61077|UB2D3_HUMAN, sp|Q9Y496|KIF3A_HUMAN	 	1.9	2479	290382	Centrosomal protein of 290 kDa OS=Homo sapiens (Human) OX=9606 GN=CEP290 PE=1 SV=2	12	8	0.667	12	8	11.471
532	1	sp|O15084|ANR28_HUMAN	 	 	sp|O15084|ANR28_HUMAN, sp|Q8N8A2|ANR44_HUMAN, sp|Q8NB46|ANR52_HUMAN	 	15.1	1053	112965	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Homo sapiens (Human) OX=9606 GN=ANKRD28 PE=1 SV=5	27	23	0.852	27	23	25.886
533	1	sp|O15085|ARHGB_HUMAN	 	 	 	 	4.9	1522	167703	Rho guanine nucleotide exchange factor 11 OS=Homo sapiens (Human) OX=9606 GN=ARHGEF11 PE=1 SV=1	9	9	1.000	9	9	9.000
534	1	sp|O15091|MRPP3_HUMAN	 	 	 	 	31.9	583	67315	Mitochondrial ribonuclease P catalytic subunit OS=Homo sapiens (Human) OX=9606 GN=PRORP PE=1 SV=2	38	38	1.000	38	38	38.000
535	1	sp|O15111|IKKA_HUMAN	 	 	sp|O14920|IKKB_HUMAN, sp|O15111|IKKA_HUMAN	 	15.6	745	84639	Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Homo sapiens (Human) OX=9606 GN=CHUK PE=1 SV=2	18	15	0.833	18	15	16.552
536	1	sp|O15116|LSM1_HUMAN	 	 	 	 	22.6	133	15179	U6 snRNA-associated Sm-like protein LSm1 OS=Homo sapiens (Human) OX=9606 GN=LSM1 PE=1 SV=1	2	2	1.000	2	2	2.000
537	1	sp|O15118|NPC1_HUMAN	 	 	 	 	7.3	1278	142165	NPC intracellular cholesterol transporter 1 OS=Homo sapiens (Human) OX=9606 GN=NPC1 PE=1 SV=2	26	26	1.000	26	26	26.000
538	1	sp|O15120|PLCB_HUMAN	 	 	 	 	12.2	278	30914	1-acyl-sn-glycerol-3-phosphate acyltransferase beta OS=Homo sapiens (Human) OX=9606 GN=AGPAT2 PE=1 SV=1	14	14	1.000	14	14	14.000
539	1	sp|O15121|DEGS1_HUMAN	 	 	 	 	10.8	323	37866	Sphingolipid delta(4)-desaturase DES1 OS=Homo sapiens (Human) OX=9606 GN=DEGS1 PE=1 SV=1	2	2	1.000	2	2	2.000
540	1	sp|O15123|ANGP2_HUMAN	 	 	 	 	8.1	496	56919	Angiopoietin-2 OS=Homo sapiens (Human) OX=9606 GN=ANGPT2 PE=1 SV=1	2	2	1.000	2	2	2.000
541	1	sp|O15126|SCAM1_HUMAN	 	 	sp|O15126|SCAM1_HUMAN, sp|Q9UL16|CFA45_HUMAN	 	23.1	338	37920	Secretory carrier-associated membrane protein 1 OS=Homo sapiens (Human) OX=9606 GN=SCAMP1 PE=1 SV=2	18	17	0.944	18	17	17.850
542	1	sp|O15127|SCAM2_HUMAN	 	 	 	 	10.3	329	36648	Secretory carrier-associated membrane protein 2 OS=Homo sapiens (Human) OX=9606 GN=SCAMP2 PE=1 SV=2	9	9	1.000	9	9	9.000
543	1	sp|O15143|ARC1B_HUMAN	 	 	 	 	34.7	372	40949	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens (Human) OX=9606 GN=ARPC1B PE=1 SV=3	52	52	1.000	52	52	52.000
544	1	sp|O15144|ARPC2_HUMAN	 	 	 	 	69.0	300	34333	Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens (Human) OX=9606 GN=ARPC2 PE=1 SV=1	118	118	1.000	118	118	118.000
545	1	sp|O15145|ARPC3_HUMAN	 	 	 	 	23.0	178	20546	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens (Human) OX=9606 GN=ARPC3 PE=1 SV=3	21	21	1.000	21	21	21.000
546	1	sp|O15156|ZBT7B_HUMAN	 	 	 	 	3.5	539	58026	Zinc finger and BTB domain-containing protein 7B OS=Homo sapiens (Human) OX=9606 GN=ZBTB7B PE=1 SV=2	3	3	1.000	3	3	3.000
547	1	sp|O15160|RPAC1_HUMAN	 	 	 	 	46.8	346	39249	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens (Human) OX=9606 GN=POLR1C PE=1 SV=1	23	23	1.000	23	23	23.000
548	1	sp|O15164|TIF1A_HUMAN	 	 	REV_Q96M20, sp|O15164|TIF1A_HUMAN, sp|Q92793|CBP_HUMAN, sp|Q9UPN9|TRI33_HUMAN	 	20.5	1050	116830	Transcription intermediary factor 1-alpha OS=Homo sapiens (Human) OX=9606 GN=TRIM24 PE=1 SV=3	36	29	0.806	36	29	32.462
549	1	sp|O15173|PGRC2_HUMAN	 	 	sp|O00264|PGRC1_HUMAN, sp|O15173|PGRC2_HUMAN	 	39.5	223	23818	Membrane-associated progesterone receptor component 2 OS=Homo sapiens (Human) OX=9606 GN=PGRMC2 PE=1 SV=1	25	16	0.640	25	16	18.361
550	1	sp|O15182|CETN3_HUMAN	 	 	 	 	54.5	167	19550	Centrin-3 OS=Homo sapiens (Human) OX=9606 GN=CETN3 PE=1 SV=2	9	9	1.000	9	9	9.000
551	1	sp|O15198|SMAD9_HUMAN	 	 	sp|O15198|SMAD9_HUMAN, sp|P84022|SMAD3_HUMAN, sp|Q15796|SMAD2_HUMAN, sp|Q15797|SMAD1_HUMAN, sp|Q99717|SMAD5_HUMAN	 	7.1	467	52493	Mothers against decapentaplegic homolog 9 OS=Homo sapiens (Human) OX=9606 GN=SMAD9 PE=1 SV=1	16	0	0.000	16	0	0.000
552	1	sp|O15211|RGL2_HUMAN	 	 	 	 	11.1	777	83548	Ral guanine nucleotide dissociation stimulator-like 2 OS=Homo sapiens (Human) OX=9606 GN=RGL2 PE=1 SV=1	8	8	1.000	8	8	8.000
553	1	sp|O15212|PFD6_HUMAN	 	 	 	 	62.0	129	14582	Prefoldin subunit 6 OS=Homo sapiens (Human) OX=9606 GN=PFDN6 PE=1 SV=1	28	28	1.000	28	28	28.000
554	1	sp|O15213|WDR46_HUMAN	 	 	 	 	13.4	610	68070	WD repeat-containing protein 46 OS=Homo sapiens (Human) OX=9606 GN=WDR46 PE=1 SV=3	9	9	1.000	9	9	9.000
555	1	sp|O15226|NKRF_HUMAN	 	 	 	 	33.8	690	77672	NF-kappa-B-repressing factor OS=Homo sapiens (Human) OX=9606 GN=NKRF PE=1 SV=2	39	39	1.000	39	39	39.000
556	1	sp|O15228|GNPAT_HUMAN	 	 	 	 	10.0	680	77187	Dihydroxyacetone phosphate acyltransferase OS=Homo sapiens (Human) OX=9606 GN=GNPAT PE=1 SV=1	9	9	1.000	9	9	9.000
557	1	sp|O15230|LAMA5_HUMAN	 	 	 	 	3.9	3695	399733	Laminin subunit alpha-5 OS=Homo sapiens (Human) OX=9606 GN=LAMA5 PE=1 SV=8	11	11	1.000	11	11	11.000
558	1	sp|O15231|ZN185_HUMAN	 	 	 	 	29.2	689	73525	Zinc finger protein 185 OS=Homo sapiens (Human) OX=9606 GN=ZNF185 PE=1 SV=3	23	23	1.000	23	23	23.000
559	1	sp|O15234|CASC3_HUMAN	 	 	 	 	4.1	703	76277	Protein CASC3 OS=Homo sapiens (Human) OX=9606 GN=CASC3 PE=1 SV=2	3	3	1.000	3	3	3.000
560	1	sp|O15235|RT12_HUMAN	 	 	 	 	31.9	138	15173	28S ribosomal protein S12, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPS12 PE=1 SV=1	3	3	1.000	3	3	3.000
561	1	sp|O15240|VGF_HUMAN	 	 	 	 	6.3	615	67257	Neurosecretory protein VGF OS=Homo sapiens (Human) OX=9606 GN=VGF PE=1 SV=2	4	4	1.000	4	4	4.000
562	1	sp|O15254|ACOX3_HUMAN	 	 	 	 	21.6	700	77628	Peroxisomal acyl-coenzyme A oxidase 3 OS=Homo sapiens (Human) OX=9606 GN=ACOX3 PE=1 SV=2	28	28	1.000	28	28	28.000
563	1	sp|O15258|RER1_HUMAN	 	 	 	 	27.6	196	22958	Protein RER1 OS=Homo sapiens (Human) OX=9606 GN=RER1 PE=1 SV=1	22	22	1.000	22	22	22.000
564	1	sp|O15260|SURF4_HUMAN	 	 	 	 	10.8	269	30394	Surfeit locus protein 4 OS=Homo sapiens (Human) OX=9606 GN=SURF4 PE=1 SV=3	8	8	1.000	8	8	8.000
565	1	sp|O15264|MK13_HUMAN	 	 	sp|O15264|MK13_HUMAN, sp|P45983|MK08_HUMAN, sp|P45984|MK09_HUMAN, sp|P53779|MK10_HUMAN, sp|Q15746|MYLK_HUMAN, sp|Q16539|MK14_HUMAN	 	14.8	365	42089	Mitogen-activated protein kinase 13 OS=Homo sapiens (Human) OX=9606 GN=MAPK13 PE=1 SV=1	15	3	0.200	15	3	3.692
566	1	sp|O15269|SPTC1_HUMAN	 	 	 	 	41.6	473	52743	Serine palmitoyltransferase 1 OS=Homo sapiens (Human) OX=9606 GN=SPTLC1 PE=1 SV=1	36	36	1.000	36	36	36.000
567	1	sp|O15270|SPTC2_HUMAN	 	 	 	 	28.8	562	62924	Serine palmitoyltransferase 2 OS=Homo sapiens (Human) OX=9606 GN=SPTLC2 PE=1 SV=1	31	31	1.000	31	31	31.000
568	1	sp|O15287|FANCG_HUMAN	 	 	sp|O15287|FANCG_HUMAN, sp|P29728|OAS2_HUMAN	 	13.2	622	68553	Fanconi anemia group G protein OS=Homo sapiens (Human) OX=9606 GN=FANCG PE=1 SV=1	15	9	0.600	15	9	12.375
569	1	sp|O15294|OGT1_HUMAN	 	 	 	 	27.1	1046	116923	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens (Human) OX=9606 GN=OGT PE=1 SV=3	64	64	1.000	64	64	64.000
570	1	sp|O15297|PPM1D_HUMAN	 	 	 	 	15.2	605	66674	Protein phosphatase 1D OS=Homo sapiens (Human) OX=9606 GN=PPM1D PE=1 SV=1	19	19	1.000	19	19	19.000
571	1	sp|O15305|PMM2_HUMAN	 	 	sp|O15305|PMM2_HUMAN, sp|Q92871|PMM1_HUMAN	 	45.5	246	28082	Phosphomannomutase 2 OS=Homo sapiens (Human) OX=9606 GN=PMM2 PE=1 SV=1	49	46	0.939	49	46	48.654
572	1	sp|O15315|RA51B_HUMAN	 	 	 	 	4.9	384	42195	DNA repair protein RAD51 homolog 2 OS=Homo sapiens (Human) OX=9606 GN=RAD51B PE=1 SV=2	2	2	1.000	2	2	2.000
573	1	sp|O15321|TM9S1_HUMAN	 	 	 	 	14.4	606	68860	Transmembrane 9 superfamily member 1 OS=Homo sapiens (Human) OX=9606 GN=TM9SF1 PE=2 SV=2	23	23	1.000	23	23	23.000
574	1	sp|O15327|INP4B_HUMAN	 	 	 	 	39.7	924	104737	Inositol polyphosphate 4-phosphatase type II OS=Homo sapiens (Human) OX=9606 GN=INPP4B PE=1 SV=4	68	68	1.000	68	68	68.000
575	1	sp|O15347|HMGB3_HUMAN	 	 	sp|O15347|HMGB3_HUMAN, sp|P26583|HMGB2_HUMAN	 	53.5	200	22980	High mobility group protein B3 OS=Homo sapiens (Human) OX=9606 GN=HMGB3 PE=1 SV=4	64	61	0.953	64	61	61.995
576	1	sp|O15355|PPM1G_HUMAN	 	 	 	 	40.8	546	59271	Protein phosphatase 1G OS=Homo sapiens (Human) OX=9606 GN=PPM1G PE=1 SV=1	82	82	1.000	82	82	82.000
577	1	sp|O15357|SHIP2_HUMAN	 	 	sp|O15357|SHIP2_HUMAN, sp|Q6UW63|PLGT2_HUMAN, sp|Q92835|SHIP1_HUMAN	 	23.1	1258	138597	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Homo sapiens (Human) OX=9606 GN=INPPL1 PE=1 SV=2	59	56	0.949	59	56	58.077
578	1	sp|O15360|FANCA_HUMAN	 	 	 	 	2.9	1455	162773	Fanconi anemia group A protein OS=Homo sapiens (Human) OX=9606 GN=FANCA PE=1 SV=2	5	5	1.000	5	5	5.000
579	1	sp|O15371|EIF3D_HUMAN	 	 	 	 	41.2	548	63972	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens (Human) OX=9606 GN=EIF3D PE=1 SV=1	73	73	1.000	73	73	73.000
580	1	sp|O15372|EIF3H_HUMAN	 	 	 	 	56.8	352	39930	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens (Human) OX=9606 GN=EIF3H PE=1 SV=1	66	66	1.000	66	66	66.000
581	1	sp|O15379|HDAC3_HUMAN	 	 	sp|O15379|HDAC3_HUMAN, sp|Q13547|HDAC1_HUMAN, sp|Q92769|HDAC2_HUMAN	 	11.7	428	48847	Histone deacetylase 3 OS=Homo sapiens (Human) OX=9606 GN=HDAC3 PE=1 SV=2	8	7	0.875	8	7	7.097
582	1	sp|O15381|NVL_HUMAN	 	 	 	 	20.3	856	95050	Nuclear valosin-containing protein-like OS=Homo sapiens (Human) OX=9606 GN=NVL PE=1 SV=1	22	22	1.000	22	22	22.000
583	1	sp|O15382|BCAT2_HUMAN	 	 	 	 	46.7	392	44287	Branched-chain-amino-acid aminotransferase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=BCAT2 PE=1 SV=2	31	31	1.000	31	31	31.000
584	1	sp|O15392|BIRC5_HUMAN	 	 	 	 	14.1	142	16389	Baculoviral IAP repeat-containing protein 5 OS=Homo sapiens (Human) OX=9606 GN=BIRC5 PE=1 SV=3	2	2	1.000	2	2	2.000
585	1	sp|O15394|NCAM2_HUMAN	 	 	 	 	37.2	837	93045	Neural cell adhesion molecule 2 OS=Homo sapiens (Human) OX=9606 GN=NCAM2 PE=1 SV=2	49	49	1.000	49	49	49.000
586	1	sp|O15397|IPO8_HUMAN	 	 	 	 	12.7	1037	119937	Importin-8 OS=Homo sapiens (Human) OX=9606 GN=IPO8 PE=1 SV=2	19	19	1.000	19	19	19.000
587	1	sp|O15400|STX7_HUMAN	 	 	 	 	36.4	261	29815	Syntaxin-7 OS=Homo sapiens (Human) OX=9606 GN=STX7 PE=1 SV=4	13	13	1.000	13	13	13.000
588	1	sp|O15417|TNC18_HUMAN	 	 	 	 	2.3	2968	314515	Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens (Human) OX=9606 GN=TNRC18 PE=1 SV=3	5	5	1.000	5	5	5.000
589	1	sp|O15427|MOT4_HUMAN	 	 	 	 	7.7	465	49469	Monocarboxylate transporter 4 OS=Homo sapiens (Human) OX=9606 GN=SLC16A3 PE=1 SV=1	9	9	1.000	9	9	9.000
590	1	sp|O15438|MRP3_HUMAN	 	 	sp|O15438|MRP3_HUMAN, sp|P33527|MRP1_HUMAN	 	1.6	1527	169341	Canalicular multispecific organic anion transporter 2 OS=Homo sapiens (Human) OX=9606 GN=ABCC3 PE=1 SV=3	5	1	0.200	5	1	1.103
591	1	sp|O15439|MRP4_HUMAN	 	 	sp|O15439|MRP4_HUMAN, sp|Q9NUT2|MITOS_HUMAN	 	5.1	1325	149525	Multidrug resistance-associated protein 4 OS=Homo sapiens (Human) OX=9606 GN=ABCC4 PE=1 SV=3	6	5	0.833	6	5	5.250
592	1	sp|O15440|MRP5_HUMAN	 	 	sp|O15440|MRP5_HUMAN, sp|Q5T3U5|MRP7_HUMAN	 	3.8	1437	160659	Multidrug resistance-associated protein 5 OS=Homo sapiens (Human) OX=9606 GN=ABCC5 PE=1 SV=2	11	8	0.727	11	8	10.182
593	1	sp|O15446|RPA34_HUMAN	 	 	 	 	9.4	510	54985	DNA-directed RNA polymerase I subunit RPA34 OS=Homo sapiens (Human) OX=9606 GN=CD3EAP PE=1 SV=1	7	7	1.000	7	7	7.000
594	1	sp|O15460|P4HA2_HUMAN	 	 	 	 	22.4	535	60901	Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens (Human) OX=9606 GN=P4HA2 PE=1 SV=1	17	17	1.000	17	17	17.000
595	1	sp|O15484|CAN5_HUMAN	 	 	 	 	14.2	640	73168	Calpain-5 OS=Homo sapiens (Human) OX=9606 GN=CAPN5 PE=1 SV=2	8	8	1.000	8	8	8.000
596	1	sp|O15498|YKT6_HUMAN	 	 	 	 	78.8	198	22417	Synaptobrevin homolog YKT6 OS=Homo sapiens (Human) OX=9606 GN=YKT6 PE=1 SV=1	47	47	1.000	47	47	47.000
597	1	sp|O15504|NUP42_HUMAN	 	 	 	 	3.5	423	44871	Nucleoporin NUP42 OS=Homo sapiens (Human) OX=9606 GN=NUP42 PE=1 SV=1	3	3	1.000	3	3	3.000
598	1	sp|O15511|ARPC5_HUMAN	 	 	sp|O15511|ARPC5_HUMAN, sp|Q9BPX5|ARP5L_HUMAN	 	47.7	151	16320	Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens (Human) OX=9606 GN=ARPC5 PE=1 SV=3	33	19	0.576	33	19	30.565
599	1	sp|O15514|RPB4_HUMAN	 	 	 	 	55.6	142	16311	DNA-directed RNA polymerase II subunit RPB4 OS=Homo sapiens (Human) OX=9606 GN=POLR2D PE=1 SV=1	8	8	1.000	8	8	8.000
600	1	sp|O15525|MAFG_HUMAN	 	 	sp|O15525|MAFG_HUMAN, sp|O60675|MAFK_HUMAN	 	21.0	162	17849	Transcription factor MafG OS=Homo sapiens (Human) OX=9606 GN=MAFG PE=1 SV=1	6	5	0.833	6	5	5.714
601	1	sp|O15530|PDPK1_HUMAN	 	 	 	 	21.9	556	63151	3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens (Human) OX=9606 GN=PDPK1 PE=1 SV=1	23	23	1.000	23	23	23.000
602	1	sp|O15533|TPSN_HUMAN	 	 	 	 	4.5	448	47625	Tapasin OS=Homo sapiens (Human) OX=9606 GN=TAPBP PE=1 SV=1	3	3	1.000	3	3	3.000
603	1	sp|O15541|R113A_HUMAN	 	 	 	 	14.3	343	38787	E3 ubiquitin-protein ligase RNF113A OS=Homo sapiens (Human) OX=9606 GN=RNF113A PE=1 SV=1	4	4	1.000	4	4	4.000
604	1	sp|O15550|KDM6A_HUMAN	 	 	 	 	3.3	1401	154175	Lysine-specific demethylase 6A OS=Homo sapiens (Human) OX=9606 GN=KDM6A PE=1 SV=2	10	10	1.000	10	10	10.000
605	1	sp|O15551|CLD3_HUMAN	 	 	 	 	22.7	220	23318	Claudin-3 OS=Homo sapiens (Human) OX=9606 GN=CLDN3 PE=1 SV=1	13	13	1.000	13	13	13.000
606	1	sp|O43143|DHX15_HUMAN	 	 	sp|O43143|DHX15_HUMAN, sp|O60231|DHX16_HUMAN, sp|Q14562|DHX8_HUMAN	 	48.1	795	90932	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens (Human) OX=9606 GN=DHX15 PE=1 SV=2	207	198	0.957	207	198	204.082
607	1	sp|O43147|SGSM2_HUMAN	 	 	 	 	2.8	1006	113283	Small G protein signaling modulator 2 OS=Homo sapiens (Human) OX=9606 GN=SGSM2 PE=1 SV=4	2	2	1.000	2	2	2.000
608	1	sp|O43148|MCES_HUMAN	 	 	 	 	31.7	476	54843	mRNA cap guanine-N7 methyltransferase OS=Homo sapiens (Human) OX=9606 GN=RNMT PE=1 SV=1	19	19	1.000	19	19	19.000
609	1	sp|O43149|ZZEF1_HUMAN	 	 	 	 	15.1	2961	331072	Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=ZZEF1 PE=1 SV=6	57	57	1.000	57	57	57.000
610	1	sp|O43150|ASAP2_HUMAN	 	 	sp|O43150|ASAP2_HUMAN, sp|Q9ULH1|ASAP1_HUMAN	 	17.4	1006	111649	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens (Human) OX=9606 GN=ASAP2 PE=1 SV=3	22	15	0.682	22	15	19.375
611	1	sp|O43151|TET3_HUMAN	 	 	sp|O43151|TET3_HUMAN, sp|Q6N021|TET2_HUMAN	 	1.3	1795	193702	Methylcytosine dioxygenase TET3 OS=Homo sapiens (Human) OX=9606 GN=TET3 PE=1 SV=4	3	1	0.333	3	1	1.400
612	1	sp|O43156|TTI1_HUMAN	 	 	 	 	10.1	1089	122068	TELO2-interacting protein 1 homolog OS=Homo sapiens (Human) OX=9606 GN=TTI1 PE=1 SV=3	11	11	1.000	11	11	11.000
613	1	sp|O43157|PLXB1_HUMAN	 	 	 	 	0.7	2135	232295	Plexin-B1 OS=Homo sapiens (Human) OX=9606 GN=PLXNB1 PE=1 SV=3	3	3	1.000	3	3	3.000
614	1	sp|O43159|RRP8_HUMAN	 	 	 	 	19.7	456	50714	Ribosomal RNA-processing protein 8 OS=Homo sapiens (Human) OX=9606 GN=RRP8 PE=1 SV=2	10	10	1.000	10	10	10.000
