New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri May  8 06:42:05 2020
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_GMHJYZ_human_ecoli	Unique_GMHJYZ_human_ecoli	Corrected_GMHJYZ_human_ecoli	PSMs_Used_GMHJYZ_human_ecoli	TotInt_126C_GMHJYZ_human_ecoli	TotInt_127N_GMHJYZ_human_ecoli	TotInt_127C_GMHJYZ_human_ecoli	TotInt_128N_GMHJYZ_human_ecoli	TotInt_128C_GMHJYZ_human_ecoli	TotInt_129N_GMHJYZ_human_ecoli	TotInt_129C_GMHJYZ_human_ecoli	TotInt_130N_GMHJYZ_human_ecoli	TotInt_130C_GMHJYZ_human_ecoli	TotInt_131N_GMHJYZ_human_ecoli	TotInt_131C_GMHJYZ_human_ecoli
1312	1	sp|P01911|DRB_HUMAN	 	 	sp|P01911|DRB_HUMAN, sp|P79483|DRB3_HUMAN, sp|Q30154|DRB5_HUMAN	 	24.4	266	29966	HLA class II histocompatibility antigen, DRB1 beta chain OS=Homo sapiens (Human) OX=9606 GN=HLA-DRB1 PE=1 SV=2	21	12	0.571	21	12	18.267	12	4508839.953125001	6902757.261719	4225458.083254	25100486.484374	3648613.6914080004	4798187.371091	8342242.564453	2025209.274414	3667284.87793	3718204.398438	20463.63025
1314	1	sp|P02144|MYG_HUMAN	 	 	 	 	37.0	154	17184	Myoglobin OS=Homo sapiens (Human) OX=9606 GN=MB PE=1 SV=2	8	8	1.000	8	8	8.000	8	2624355.152344	2446725.1054690005	2598484.2304700003	2818890.2695320006	3011885.492188	2914855.8554700003	2746031.335938	2058444.761719	2528157.429687	2304720.197266	70117.463868
1315	1	sp|P02358|RS6_ECOLI	 	 	 	 	85.9	135	15703	30S ribosomal protein S6 OS=Escherichia coli (strain K12) OX=83333 GN=rpsF PE=1 SV=1	112	112	1.000	112	112	112.000	112	100579258.65111601	82798698.18506	103517597.92334305	173503184.973636	147017233.65942696	168999585.58642188	136716824.85620403	249531663.60913396	286421676.88501585	288596294.7734419	6957492.017274997
1316	1	sp|P02359|RS7_ECOLI	 	 	 	 	63.7	179	20019	30S ribosomal protein S7 OS=Escherichia coli (strain K12) OX=83333 GN=rpsG PE=1 SV=3	138	138	1.000	138	138	138.000	138	88850117.42517698	76266258.684329	87840250.88159299	162299072.830934	144850599.66772497	168412997.406003	125676316.42040603	253358627.95020002	290184419.365237	278870270.4184619	9325528.713987999
1317	1	sp|P02413|RL15_ECOLI	 	 	 	 	63.2	144	14980	50S ribosomal protein L15 OS=Escherichia coli (strain K12) OX=83333 GN=rplO PE=1 SV=1	106	106	1.000	106	106	106.000	106	32291333.754639	29238514.83154	32498151.205935992	59101336.586918	46949139.80908198	61124436.177974984	44841474.993168	90186938.90966903	91068575.47607301	89665749.055175	2065094.7379140002
1318	1	sp|P02533|K1C14_HUMAN	 	 	CONT_047|gi|88042|pir||S14666, CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_156|gi|1363944|pir||JC4313, CONT_157|gi|1245902|bbs|175065, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q8N1A0|KT222_HUMAN	 	46.0	472	51561	Keratin, type I cytoskeletal 14 OS=Homo sapiens (Human) OX=9606 GN=KRT14 PE=1 SV=4	282	8	0.028	282	8	19.989	8	2556462.257813	2482670.207032	1713444.388673	1869073.5195320002	1705515.955079	1622569.8886730003	2624500.601562	1241682.4726559997	1929873.3437500002	3781299.808594	4989.583984
1319	1	sp|P02545|LMNA_HUMAN	 	 	sp|P02545|LMNA_HUMAN, sp|P20700|LMNB1_HUMAN, sp|Q03252|LMNB2_HUMAN	 	60.5	664	74139	Prelamin-A/C OS=Homo sapiens (Human) OX=9606 GN=LMNA PE=1 SV=1	440	432	0.982	440	432	435.836	432	232338894.71338505	206474529.21338108	224388429.6945932	238366468.2793012	233607559.78955814	252960789.76733404	218003296.45447108	170465560.69703305	190307863.27343604	179776719.434327	3314955.023187001
1320	1	sp|P02647|APOA1_HUMAN	 	 	 	 	24.0	267	30777	Apolipoprotein A-I OS=Homo sapiens (Human) OX=9606 GN=APOA1 PE=1 SV=1	7	7	1.000	7	7	7.000	7	436893.40918000013	362782.66211000003	539457.449219	440876.788087	390284.380859	445380.14843600005	377919.66015699995	399712.9355479999	420415.70996099996	435063.285155	8768.336914
1321	1	sp|P02675|FIBB_HUMAN	 	 	 	 	9.6	491	55928	Fibrinogen beta chain OS=Homo sapiens (Human) OX=9606 GN=FGB PE=1 SV=2	4	4	1.000	4	4	4.000	4	457397.632812	493367.436524	427232.725586	550315.78125	511639.526367	585056.642822	384857.896485	374226.611817	439805.083008	349432.653321	18600.928222
1322	1	sp|P02679|FIBG_HUMAN	 	 	 	 	6.2	453	51511	Fibrinogen gamma chain OS=Homo sapiens (Human) OX=9606 GN=FGG PE=1 SV=3	2	2	1.000	2	2	2.000	2	163825.84375	192054.343751	78442.62109399999	172329.53125	186991.703125	152231.054688	120344.121094	101589.558594	146302.804687	140530.175782	500.0
1323	1	sp|P02743|SAMP_HUMAN	 	 	 	 	16.6	223	25387	Serum amyloid P-component OS=Homo sapiens (Human) OX=9606 GN=APCS PE=1 SV=2	6	6	1.000	6	6	6.000	6	316770.835939	257698.392579	310541.71679700003	377347.98242	286019.015624	345766.04882799997	321238.33007799997	285395.67382799997	277720.734375	256752.770507	9327.647095
1324	1	sp|P02751|FINC_HUMAN	 	 	 	 	4.6	2477	272317	Fibronectin OS=Homo sapiens (Human) OX=9606 GN=FN1 PE=1 SV=5	12	12	1.000	12	12	12.000	12	728031.55664	730182.260741	596019.6640620001	725540.3769510001	594180.34375	1137166.2084970002	491113.54065	583463.985352	618814.3232440001	606102.873046	11207.989503
1325	1	sp|P02765|FETUA_HUMAN	 	 	 	 	5.4	367	39340	Alpha-2-HS-glycoprotein OS=Homo sapiens (Human) OX=9606 GN=AHSG PE=1 SV=2	3	3	1.000	3	3	3.000	3	1725602.546875	2510350.703125	2320821.78125	1807479.78125	2345240.015625	1318309.0	1806495.453125	1703433.25	1854941.21875	2161023.625	9593.582031
1326	1	sp|P02774|VTDB_HUMAN	 	 	 	 	3.8	474	52917	Vitamin D-binding protein OS=Homo sapiens (Human) OX=9606 GN=GC PE=1 SV=2	2	2	1.000	2	2	2.000	2	142322.660157	122148.908204	154370.992188	147651.882813	144626.863281	154280.65625	106261.75	99295.714844	103690.261718	99720.990234	500.0
1327	1	sp|P02786|TFR1_HUMAN	 	 	 	 	45.7	760	84870	Transferrin receptor protein 1 OS=Homo sapiens (Human) OX=9606 GN=TFRC PE=1 SV=2	165	165	1.000	165	165	165.000	162	42999941.594725996	41080069.54614399	48664399.98877101	53388277.160647005	70288244.56982596	50419872.510257006	44566308.71655699	39490090.003179	41180287.60742301	41444458.81738599	452385.857725
1328	1	sp|P02787|TRFE_HUMAN	 	 	 	 	11.7	698	77063	Serotransferrin OS=Homo sapiens (Human) OX=9606 GN=TF PE=1 SV=3	13	13	1.000	13	13	13.000	13	2305713.3124989998	2010615.908203	2352383.5507810004	2333887.849608	2370502.7460939996	2175112.640625	2163946.585938	1753000.472655	1936486.140625	1702973.6601560002	26095.972656
1329	1	sp|P02788|TRFL_HUMAN	 	 	 	 	8.5	710	78181	Lactotransferrin OS=Homo sapiens (Human) OX=9606 GN=LTF PE=1 SV=6	8	8	1.000	8	8	8.000	8	2112793.7236340004	2165396.780274	2304630.845704	2335673.1523440005	2312914.8886720003	2551016.3925790004	2117498.199218	1692168.683594	1828530.5566410003	1723245.6953130001	12429.909790000002
1330	1	sp|P02790|HEMO_HUMAN	 	 	 	 	5.8	462	51676	Hemopexin OS=Homo sapiens (Human) OX=9606 GN=HPX PE=1 SV=2	2	2	1.000	2	2	2.000	2	35895.058594	39288.023438	36084.524414	41170.029297	44860.570313000004	38973.421876	39077.222656	36999.078125	38447.365234	30834.004883	500.0
1331	1	sp|P02792|FRIL_HUMAN	 	 	 	 	12.6	175	20019	Ferritin light chain OS=Homo sapiens (Human) OX=9606 GN=FTL PE=1 SV=2	2	2	1.000	2	2	2.000	2	460543.28125	432277.28125	534550.8125	480243.703125	513818.140625	568351.03125	376387.390625	456821.132813	415490.34375	390483.421875	16521.550781
1332	1	sp|P02794|FRIH_HUMAN	 	 	 	 	25.1	183	21225	Ferritin heavy chain OS=Homo sapiens (Human) OX=9606 GN=FTH1 PE=1 SV=2	18	18	1.000	18	18	18.000	18	3932323.0429680003	3090184.1601569997	3784361.554688	3997175.0234390004	5031817.703127	4383924.908203	3151251.253908	2918073.568361	2730704.023436	3019003.910156	27229.431152999998
1333	1	sp|P02916|MALF_ECOLI	 	 	 	 	6.0	514	57013	Maltose/maltodextrin transport system permease protein MalF OS=Escherichia coli (strain K12) OX=83333 GN=malF PE=1 SV=1	5	5	1.000	5	5	5.000	5	369362.578125	350734.10742200003	375360.371093	549987.0585940001	486107.582032	563522.4746099999	448873.613281	699456.867187	726676.1132809999	751920.703125	18786.465944
1334	1	sp|P02918|PBPA_ECOLI	 	 	 	 	28.9	850	93635	Penicillin-binding protein 1A OS=Escherichia coli (strain K12) OX=83333 GN=mrcA PE=1 SV=1	25	25	1.000	25	25	25.000	25	1707399.5812989997	1596128.1225589998	1729375.4030740003	2469283.9853519998	2286503.3999009994	2605448.541992	2006346.859865	3228139.0156280007	3496070.4501980003	3364194.1103519998	79550.216919
1335	1	sp|P02919|PBPB_ECOLI	 	 	 	 	22.7	844	94291	Penicillin-binding protein 1B OS=Escherichia coli (strain K12) OX=83333 GN=mrcB PE=1 SV=2	26	26	1.000	26	26	26.000	26	1871959.8120119995	1695383.1440439995	1901742.464842	2629553.1035160003	2355042.3945350004	2721596.923829	2124813.842774	3018523.4199220003	3267597.2397470004	3181859.178712	102313.178588
1336	1	sp|P02924|ARAF_ECOLI	 	 	 	 	39.2	329	35540	L-arabinose-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=araF PE=1 SV=2	18	18	1.000	18	18	18.000	18	1341210.97217	1379537.702149	1431244.8476570002	2088020.0195340002	1955338.168948	2081105.1054709998	1815371.4160159999	2487309.007813	2878159.1523450003	2780753.035158	49864.507079
1337	1	sp|P02925|RBSB_ECOLI	 	 	 	 	70.9	296	30950	Ribose import binding protein RbsB OS=Escherichia coli (strain K12) OX=83333 GN=rbsB PE=1 SV=1	103	103	1.000	103	103	103.000	103	20205040.147464003	17291361.962404	20419448.206058003	34026007.755862996	30402786.461915005	34979269.225591995	27376633.141602	49918582.07715	53978333.882816	51075667.13378701	910319.386778
1338	1	sp|P02929|TONB_ECOLI	 	 	 	 	13.4	239	26094	Protein TonB OS=Escherichia coli (strain K12) OX=83333 GN=tonB PE=1 SV=2	4	4	1.000	4	4	4.000	4	275100.69922	291831.917969	272798.273438	553459.011719	355690.656251	423619.265626	352476.699218	482329.515625	564911.4375	557892.039063	25459.428223000003
1339	1	sp|P02930|TOLC_ECOLI	 	 	 	 	56.6	493	53740	Outer membrane protein TolC OS=Escherichia coli (strain K12) OX=83333 GN=tolC PE=1 SV=3	83	83	1.000	83	83	83.000	83	23218781.787234	21689644.950074	21309909.95050199	35019867.734863	30107900.769165	36493334.24023501	27683347.910154	47603745.511474	51156653.251464985	49398567.441895016	1396361.1168219997
1340	1	sp|P02931|OMPF_ECOLI	 	 	sp|P02931|OMPF_ECOLI, sp|P02932|PHOE_ECOLI, sp|P21420|NMPC_ECOLI, sp|P77747|OMPN_ECOLI	 	80.4	362	39333	Outer membrane porin F OS=Escherichia coli (strain K12) OX=83333 GN=ompF PE=1 SV=1	343	325	0.948	343	325	341.957	325	283618164.3524831	247994786.05622715	271038745.4133463	562420385.5387	450057784.5727583	586438225.8104349	414510882.77002615	806182973.9931661	1023175005.0502958	896281730.5622619	33981948.51763701
1341	1	sp|P02932|PHOE_ECOLI	 	 	sp|P02931|OMPF_ECOLI, sp|P02932|PHOE_ECOLI, sp|P21420|NMPC_ECOLI, sp|P77747|OMPN_ECOLI	 	10.0	351	38922	Outer membrane porin PhoE OS=Escherichia coli (strain K12) OX=83333 GN=phoE PE=1 SV=1	23	5	0.217	23	5	5.261	5	1380171.336914	1454570.0136709998	1513035.384766	3433941.75	2466624.902344	3239374.302734	2645999.955078	4982956.800781	6154868.441406	5785130.117188	132463.140625
1342	1	sp|P02943|LAMB_ECOLI	 	 	 	 	40.6	446	49912	Maltoporin OS=Escherichia coli (strain K12) OX=83333 GN=lamB PE=1 SV=1	59	59	1.000	59	59	59.000	59	19004444.883298997	16811628.759152997	18928089.890385	33969064.553711995	28906324.052493	34429293.46960501	25404547.62622	48851541.63818599	56258366.228028	51977172.130864	1510248.6394039998
1343	1	sp|P03004|DNAA_ECOLI	 	 	 	 	49.5	467	52550	Chromosomal replication initiator protein DnaA OS=Escherichia coli (strain K12) OX=83333 GN=dnaA PE=1 SV=2	38	38	1.000	38	38	38.000	38	3445491.696291	3209562.417481	3537776.2167970003	5361726.077151001	4888009.8408200005	5378369.321284999	4474987.336913	6712709.166017001	6993607.652345001	6917021.561523	197776.60302700003
1344	1	sp|P03007|DPO3E_ECOLI	 	 	 	 	20.6	243	27099	DNA polymerase III subunit epsilon OS=Escherichia coli (strain K12) OX=83333 GN=dnaQ PE=1 SV=1	5	5	1.000	5	5	5.000	5	180882.97461	157029.10400300001	174728.384278	210315.687499	203472.659181	238378.106445	165084.48632899998	201881.949708	197698.86035200002	202761.609376	500.0
1345	1	sp|P03018|UVRD_ECOLI	 	 	 	 	20.6	720	81989	DNA helicase II OS=Escherichia coli (strain K12) OX=83333 GN=uvrD PE=1 SV=1	16	16	1.000	16	16	16.000	16	1218648.1586929997	1163490.0959470002	1197134.20459	1967786.4096679997	1649981.6035150003	1869746.632813	1544166.569336	2431715.445313	2739727.2119150003	2600877.638673	91760.272829
1346	1	sp|P03023|LACI_ECOLI	 	 	 	 	11.4	360	38590	Lactose operon repressor OS=Escherichia coli (strain K12) OX=83333 GN=lacI PE=1 SV=3	6	6	1.000	6	6	6.000	6	950755.985839	796722.380614	909222.780763	1432282.910644	1265152.48291	1483937.004394	1056060.847657	1711214.0390619999	2004031.219727	1935136.081055	49008.484131
1347	1	sp|P03372|ESR1_HUMAN	 	 	 	 	14.1	595	66215	Estrogen receptor OS=Homo sapiens (Human) OX=9606 GN=ESR1 PE=1 SV=2	9	9	1.000	9	9	9.000	9	233259.492675	235487.62402299998	238760.960936	272969.749022	259560.835693	274290.00585899997	232049.478271	209338.292235	208649.35302900002	202541.004394	1867.910522
1348	1	sp|P03813|YGEA_ECOLI	 	 	 	 	27.0	230	25248	Broad specificity amino-acid racemase YgeA OS=Escherichia coli (strain K12) OX=83333 GN=ygeA PE=1 SV=1	11	11	1.000	11	11	11.000	11	1593469.1503899998	1381566.2675780002	1402397.948242	1977966.754882	1700729.898438	1915012.6210949998	1648850.117188	2206854.638673	2251100.5253909994	2298187.5234370003	50916.61572299999
1349	1	sp|P03819|KEFC_ECOLI	 	 	 	 	11.1	620	67795	Glutathione-regulated potassium-efflux system protein KefC OS=Escherichia coli (strain K12) OX=83333 GN=kefC PE=1 SV=2	6	6	1.000	6	6	6.000	6	519918.366212	490542.549805	533863.201171	780277.126954	749063.695312	743115.424806	657069.379883	869839.345704	1050194.237305	979940.224609	24174.815003
1350	1	sp|P03841|MALM_ECOLI	 	 	 	 	41.8	306	31943	Maltose operon periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=malM PE=3 SV=1	29	29	1.000	29	29	29.000	29	8365455.976563001	7420594.423338999	8786622.088868	13314671.208985	11924545.603517	13140790.545899998	10862927.170898	17749518.841798	20748514.894530002	20332595.421875	628393.984009
1351	1	sp|P03886|NU1M_HUMAN	 	 	 	 	8.8	318	35660	NADH-ubiquinone oxidoreductase chain 1 OS=Homo sapiens (Human) OX=9606 GN=MT-ND1 PE=1 SV=1	12	12	1.000	12	12	12.000	12	117908.219726	108497.306763	110808.34655800003	128837.01025399998	119911.025878	142019.172853	113099.893433	94139.27758899998	122973.021727	96273.00353999999	3088.318848
1352	1	sp|P03905|NU4M_HUMAN	 	 	 	 	8.3	459	51580	NADH-ubiquinone oxidoreductase chain 4 OS=Homo sapiens (Human) OX=9606 GN=MT-ND4 PE=1 SV=1	4	4	1.000	4	4	4.000	4	884312.3693840001	905569.7104490001	840260.366699	1047245.9755869999	1057604.866944	1225272.253174	889686.9584959999	829238.2822270001	948044.587403	884088.547364	60267.81640599999
1353	1	sp|P03915|NU5M_HUMAN	 	 	 	 	7.0	603	67026	NADH-ubiquinone oxidoreductase chain 5 OS=Homo sapiens (Human) OX=9606 GN=MT-ND5 PE=1 SV=2	8	8	1.000	8	8	8.000	8	222904.83007800003	205039.43457	204855.02539	242419.950195	229355.229494	226647.876953	208343.92187500006	193203.33740400002	234455.615234	201138.40625	8774.501464
1354	1	sp|P03928|ATP8_HUMAN	 	 	 	 	29.4	68	7992	ATP synthase protein 8 OS=Homo sapiens (Human) OX=9606 GN=MT-ATP8 PE=1 SV=1	5	5	1.000	5	5	5.000	5	849608.9375	783426.028321	830376.75	1028699.6103520001	871278.973632	951175.4111320002	817505.7978520001	631478.4384760001	738965.0615230001	714156.346679	500.0
1355	1	sp|P03986|TRGC2_HUMAN	 	 	 	 	9.0	189	21698	T cell receptor gamma constant 2 OS=Homo sapiens (Human) OX=9606 GN=TRGC2 PE=1 SV=2	3	3	1.000	3	3	3.000	3	27640.985596	23464.7771	172739.910156	27164.966308999996	134342.957031	31916.402587999997	43844.02295	24988.943848000003	29648.580567	54267.25	500.0
1356	1	sp|P04035|HMDH_HUMAN	 	 	 	 	4.5	888	97475	3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Homo sapiens (Human) OX=9606 GN=HMGCR PE=1 SV=1	3	3	1.000	3	3	3.000	3	469972.5625	413909.03125	469837.867188	469287.945313	504507.375	580705.53125	456034.976563	387299.375	418381.671875	363429.53125	4415.854004
1357	1	sp|P04036|DAPB_ECOLI	 	 	 	 	50.5	273	28756	4-hydroxy-tetrahydrodipicolinate reductase OS=Escherichia coli (strain K12) OX=83333 GN=dapB PE=1 SV=1	30	30	1.000	30	30	30.000	30	2783882.419434	2480862.8452149997	2873092.693359	4364928.382814	4015832.146484	4434036.004885001	3478825.53223	5777772.591797999	6376219.886720001	6268164.291017	115180.46838500003
1358	1	sp|P04040|CATA_HUMAN	 	 	 	 	49.3	527	59755	Catalase OS=Homo sapiens (Human) OX=9606 GN=CAT PE=1 SV=3	93	93	1.000	93	93	93.000	93	17711774.539802	18558344.344725996	20138677.998538997	18542138.904296998	20717562.093508992	21517621.97632199	22510319.585331995	13382007.907228999	17963402.074217007	17049812.97534	166414.99878
1359	1	sp|P04049|RAF1_HUMAN	 	 	sp|P04049|RAF1_HUMAN, sp|P10398|ARAF_HUMAN, sp|P15056|BRAF_HUMAN	 	29.9	648	73051	RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens (Human) OX=9606 GN=RAF1 PE=1 SV=1	38	12	0.316	38	12	23.977	12	1103598.770508	1087775.293945	1030145.121094	1152039.185547	1212845.610353	1243770.277344	1051728.78711	997123.6044930001	1025459.7011730002	977178.104493	18623.695801
1360	1	sp|P04053|TDT_HUMAN	 	 	 	 	16.7	509	58536	DNA nucleotidylexotransferase OS=Homo sapiens (Human) OX=9606 GN=DNTT PE=1 SV=3	11	11	1.000	11	11	11.000	11	227513.905152	445339.616943	424458.421874	852734.402832	535721.893557	330429.383789	375901.818848	383777.18139599997	2083582.88086	704502.371828	59639.515136999995
1361	1	sp|P04062|GLCM_HUMAN	 	 	 	 	25.2	536	59716	Lysosomal acid glucosylceramidase OS=Homo sapiens (Human) OX=9606 GN=GBA PE=1 SV=3	36	36	1.000	36	36	36.000	36	8930629.916017	8535819.23926	9429410.513674	10061848.964844001	9653471.349608	10627720.057615004	8964547.833009	7665533.663575999	8873049.82666	8127288.683593001	226475.052126
1362	1	sp|P04066|FUCO_HUMAN	 	 	 	 	20.4	466	53688	Tissue alpha-L-fucosidase OS=Homo sapiens (Human) OX=9606 GN=FUCA1 PE=1 SV=4	18	18	1.000	18	18	18.000	18	2298826.753905	2316724.212893	2202973.0996120004	2737752.611331	2349239.070313	2865736.906252	2429666.734374	2281724.083984	2161455.580081	2303554.869141	28341.651733
1363	1	sp|P04075|ALDOA_HUMAN	 	 	sp|P04075|ALDOA_HUMAN, sp|P09972|ALDOC_HUMAN	 	83.2	364	39420	Fructose-bisphosphate aldolase A OS=Homo sapiens (Human) OX=9606 GN=ALDOA PE=1 SV=2	580	489	0.843	580	489	573.278	489	1226250605.8671932	1002835093.1717678	1168381293.7639194	1119901116.260864	1180824427.0344255	1267823786.2340126	1029362501.3574213	839958309.3750044	980026745.1905602	834765225.917605	24233663.565245
1364	1	sp|P04079|GUAA_ECOLI	 	 	 	 	60.8	525	58679	GMP synthase [glutamine-hydrolyzing] OS=Escherichia coli (strain K12) OX=83333 GN=guaA PE=1 SV=1	80	80	1.000	80	80	80.000	80	16492318.734134998	14654324.877443	16473445.841916999	28368715.439456996	23641837.441652995	28297899.263428	22067639.893923	38292395.768803	43095705.62206999	41746590.36474999	1063967.02478
1365	1	sp|P04080|CYTB_HUMAN	 	 	 	 	64.3	98	11139	Cystatin-B OS=Homo sapiens (Human) OX=9606 GN=CSTB PE=1 SV=2	32	32	1.000	32	32	32.000	32	4403830.34668	4142057.1272000005	4541414.049071001	4690331.096681001	4831263.977783	4195387.840821	4056959.046022	3196979.390441	3597141.8276390005	3752858.5212420006	44020.34728899999
1366	1	sp|P04083|ANXA1_HUMAN	 	 	 	 	50.9	346	38714	Annexin A1 OS=Homo sapiens (Human) OX=9606 GN=ANXA1 PE=1 SV=2	43	43	1.000	43	43	43.000	43	8617120.936646001	9484985.510257002	8927436.354859	9513436.468995	9339067.153077	10126249.837645	10818378.014649004	7853552.980956	7804153.255371001	9724813.294433	247840.96276800003
1367	1	sp|P04114|APOB_HUMAN	 	 	 	 	1.1	4563	515598	Apolipoprotein B-100 OS=Homo sapiens (Human) OX=9606 GN=APOB PE=1 SV=2	5	5	1.000	5	5	5.000	5	546371.625001	507055.691406	566577.0429690001	587109.2304690001	624438.367189	684551.726562	530203.0	511178.328125	461637.82422	476396.691406	6647.400147
1368	1	sp|P04150|GCR_HUMAN	 	 	sp|P04150|GCR_HUMAN, sp|P08235|MCR_HUMAN	 	5.0	777	85658	Glucocorticoid receptor OS=Homo sapiens (Human) OX=9606 GN=NR3C1 PE=1 SV=1	5	4	0.800	5	4	4.800	4	197721.64843799997	230202.73047	176038.388672	260101.644531	189946.771485	209652.423828	197599.87890599997	148319.84375	189577.625	161628.830078	8325.880615
1369	1	sp|P04179|SODM_HUMAN	 	 	 	 	27.9	222	24750	Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens (Human) OX=9606 GN=SOD2 PE=1 SV=3	28	28	1.000	28	28	28.000	28	20560854.531251997	24992328.611328997	19918121.968749	21911710.932617	35379738.03124999	24353459.410157003	19851404.626955003	16915496.138671998	18756067.815428	17070796.553712	314905.505127
1370	1	sp|P04181|OAT_HUMAN	 	 	 	 	42.1	439	48534	Ornithine aminotransferase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=OAT PE=1 SV=1	39	39	1.000	39	39	39.000	39	6489892.177002999	6260478.10791	7133020.9084479995	6613088.717287001	7164115.849608	8248470.9052760005	6150992.875002	5545243.723146	5857118.302736	5650004.009764999	84438.24523900001
1371	1	sp|P04183|KITH_HUMAN	 	 	 	 	18.8	234	25468	Thymidine kinase, cytosolic OS=Homo sapiens (Human) OX=9606 GN=TK1 PE=1 SV=2	15	15	1.000	15	15	15.000	15	4973379.031249	4695763.013428	4563068.607177	5513322.632081	4682255.718261	5766525.916991999	4801046.209105	4749997.007078	4706408.385011001	4329864.4885249995	128651.632936
1372	1	sp|P04233|HG2A_HUMAN	 	 	 	 	11.8	296	33515	HLA class II histocompatibility antigen gamma chain OS=Homo sapiens (Human) OX=9606 GN=CD74 PE=1 SV=3	13	13	1.000	13	13	13.000	13	3851080.709717	3439566.136964	1828531.2282709996	5359320.306153001	1595681.222779	2246524.603149	2447013.072144	1107663.9145499999	5311050.437012	1934240.0426020003	168868.293825
